Tranche d'âge,quartiers,population_count,arrondissements,secteur
25-39 ans,LE CABOT,1695,9ème arrondissement,5EME SECTEUR
40-54 ans,LE CABOT,2059,9ème arrondissement,5EME SECTEUR
55-64 ans,LE CABOT,1325,9ème arrondissement,5EME SECTEUR
65-79 ans,LE CABOT,2339,9ème arrondissement,5EME SECTEUR
80 ans ou plus,LE CABOT,1312,9ème arrondissement,5EME SECTEUR
0-2 ans,CARPIAGNE,0,9ème arrondissement,5EME SECTEUR
3-5 ans,CARPIAGNE,0,9ème arrondissement,5EME SECTEUR
6-10 ans,CARPIAGNE,0,9ème arrondissement,5EME SECTEUR
11-17 ans,CARPIAGNE,0,9ème arrondissement,5EME SECTEUR
18-24 ans,CARPIAGNE,88,9ème arrondissement,5EME SECTEUR
25-39 ans,CARPIAGNE,353,9ème arrondissement,5EME SECTEUR
40-54 ans,CARPIAGNE,74,9ème arrondissement,5EME SECTEUR
55-64 ans,CARPIAGNE,9,9ème arrondissement,5EME SECTEUR
65-79 ans,CARPIAGNE,0,9ème arrondissement,5EME SECTEUR
80 ans ou plus,CARPIAGNE,0,9ème arrondissement,5EME SECTEUR
0-2 ans,MAZARGUES,452,9ème arrondissement,5EME SECTEUR
3-5 ans,MAZARGUES,348,9ème arrondissement,5EME SECTEUR
6-10 ans,MAZARGUES,890,9ème arrondissement,5EME SECTEUR
11-17 ans,MAZARGUES,1304,9ème arrondissement,5EME SECTEUR
18-24 ans,MAZARGUES,1392,9ème arrondissement,5EME SECTEUR
25-39 ans,MAZARGUES,2737,9ème arrondissement,5EME SECTEUR
40-54 ans,MAZARGUES,3406,9ème arrondissement,5EME SECTEUR
55-64 ans,MAZARGUES,2446,9ème arrondissement,5EME SECTEUR
65-79 ans,MAZARGUES,3200,9ème arrondissement,5EME SECTEUR
80 ans ou plus,MAZARGUES,1434,9ème arrondissement,5EME SECTEUR
0-2 ans,LA PANOUSE,103,9ème arrondissement,5EME SECTEUR
3-5 ans,LA PANOUSE,134,9ème arrondissement,5EME SECTEUR
6-10 ans,LA PANOUSE,362,9ème arrondissement,5EME SECTEUR
11-17 ans,LA PANOUSE,428,9ème arrondissement,5EME SECTEUR
18-24 ans,LA PANOUSE,420,9ème arrondissement,5EME SECTEUR
25-39 ans,LA PANOUSE,784,9ème arrondissement,5EME SECTEUR
40-54 ans,LA PANOUSE,1101,9ème arrondissement,5EME SECTEUR
55-64 ans,LA PANOUSE,774,9ème arrondissement,5EME SECTEUR
65-79 ans,LA PANOUSE,1004,9ème arrondissement,5EME SECTEUR
80 ans ou plus,LA PANOUSE,517,9ème arrondissement,5EME SECTEUR
0-2 ans,LE REDON,70,9ème arrondissement,5EME SECTEUR
3-5 ans,LE REDON,129,9ème arrondissement,5EME SECTEUR
6-10 ans,LE REDON,205,9ème arrondissement,5EME SECTEUR
11-17 ans,LE REDON,312,9ème arrondissement,5EME SECTEUR
18-24 ans,LE REDON,2186,9ème arrondissement,5EME SECTEUR
25-39 ans,LE REDON,852,9ème arrondissement,5EME SECTEUR
40-54 ans,LE REDON,764,9ème arrondissement,5EME SECTEUR
55-64 ans,LE REDON,495,9ème arrondissement,5EME SECTEUR
65-79 ans,LE REDON,597,9ème arrondissement,5EME SECTEUR
80 ans ou plus,LE REDON,157,9ème arrondissement,5EME SECTEUR
0-2 ans,SORMIOU,216,9ème arrondissement,5EME SECTEUR
3-5 ans,SORMIOU,251,9ème arrondissement,5EME SECTEUR
6-10 ans,SORMIOU,376,9ème arrondissement,5EME SECTEUR
11-17 ans,SORMIOU,576,9ème arrondissement,5EME SECTEUR
18-24 ans,SORMIOU,558,9ème arrondissement,5EME SECTEUR
25-39 ans,SORMIOU,1764,9ème arrondissement,5EME SECTEUR
40-54 ans,SORMIOU,1366,9ème arrondissement,5EME SECTEUR
55-64 ans,SORMIOU,1090,9ème arrondissement,5EME SECTEUR
65-79 ans,SORMIOU,1228,9ème arrondissement,5EME SECTEUR
80 ans ou plus,SORMIOU,647,9ème arrondissement,5EME SECTEUR
0-2 ans,STE MARGUERITE,681,9ème arrondissement,5EME SECTEUR
3-5 ans,STE MARGUERITE,754,9ème arrondissement,5EME SECTEUR
6-10 ans,STE MARGUERITE,1346,9ème arrondissement,5EME SECTEUR
11-17 ans,STE MARGUERITE,1888,9ème arrondissement,5EME SECTEUR
18-24 ans,STE MARGUERITE,1919,9ème arrondissement,5EME SECTEUR
25-39 ans,STE MARGUERITE,4103,9ème arrondissement,5EME SECTEUR
40-54 ans,STE MARGUERITE,3788,9ème arrondissement,5EME SECTEUR
55-64 ans,STE MARGUERITE,2220,9ème arrondissement,5EME SECTEUR
65-79 ans,STE MARGUERITE,2782,9ème arrondissement,5EME SECTEUR
80 ans ou plus,STE MARGUERITE,1498,9ème arrondissement,5EME SECTEUR
0-2 ans,VAUFRÈGES,7,9ème arrondissement,5EME SECTEUR
3-5 ans,VAUFRÈGES,5,9ème arrondissement,5EME SECTEUR
6-10 ans,VAUFRÈGES,19,9ème arrondissement,5EME SECTEUR
11-17 ans,VAUFRÈGES,67,9ème arrondissement,5EME SECTEUR
18-24 ans,VAUFRÈGES,87,9ème arrondissement,5EME SECTEUR
25-39 ans,VAUFRÈGES,73,9ème arrondissement,5EME SECTEUR
40-54 ans,VAUFRÈGES,118,9ème arrondissement,5EME SECTEUR
55-64 ans,VAUFRÈGES,92,9ème arrondissement,5EME SECTEUR
65-79 ans,VAUFRÈGES,133,9ème arrondissement,5EME SECTEUR
80 ans ou plus,VAUFRÈGES,32,9ème arrondissement,5EME SECTEUR
